167	303586
168	1434306
168	1294483
169	1550620
169	1094171
169	1013733
170	616937
170	765799
171	1180594
171	1158630
172	563824
172	1433345
173	1515281
173	932251
173	1670705
174	476754
174	1206706
175	734962
175	1598065
175	1424484
175	1220154
175	746015
176	1322159
176	561076
177	414950
177	929285
178	1512233
178	1182271
179	1151755
179	72280
180	634771
180	226336
180	223767
180	768091
180	557085
180	902459
180	432681
180	269771
181	1572361
181	184921
182	1090516
182	1508114
183	1275141
183	1023702
183	1137272
184	438018
184	1491059
185	416776
185	965741
186	871569
186	1587409
186	463351
186	1262792
187	884312
187	41154
188	348890
188	1690570
189	533513
189	1530913
190	1641942
190	811756
191	108472
191	1336823
191	434274
191	1691221
192	14451
192	104929
193	1670939
193	1283341
194	1332565
194	753181
195	179462
195	1675863
196	1504084
196	91184
197	341899
197	1655247
198	1365608
198	1399612
199	433299
199	1589547
200	372341
200	1420190
201	332434
201	1581781
202	1158943
202	225624
203	1013921
203	302974
203	1085017
203	554593
203	1023064
204	1672726
204	130428
205	1027084
205	1505689
206	330149
206	825796
207	23246
207	1135616
208	326661
208	1289935
209	1353550
209	1674222
210	303007
210	510425
211	832886
211	248796
212	239312
212	1412711
213	1670210
213	1536526
214	231120
214	778094
215	221506
215	323130
215	813497
216	689462
216	206744
217	1015215
217	16748
218	998590
218	1574662
218	1261708
218	708860
219	580404
219	837753
220	878238
220	924979
221	937781
221	1691860
221	345922
221	1549297
221	451451
221	305727
222	488217
222	648415
223	309096
223	504860
223	744277
224	167797
224	1498154
225	1006202
225	1512945
226	1139018
226	1124300
227	933150
227	167428
228	102636
228	102578
229	235255
229	60197
230	850418
230	386497
230	1048061
230	866022
231	890924
231	1230063
232	1177536
232	256258
233	303374
233	65455
233	463849
233	1478602
233	1293321
233	1014768
233	1692559
233	177654
233	146435
234	112007
234	562183
235	801260
235	270977
236	325705
236	61508
236	1671008
236	1432495
237	1500019
237	539565
237	1351837
238	1166661
238	819359
239	942832
239	278715
240	869871
240	998247
241	352145
241	354011
242	99641
242	237600
243	706582
243	1172427
244	229260
244	235334
245	1555400
245	1620511
246	1461240
246	776302
247	1571728
247	409963
247	1423607
247	915743
247	933028
247	1134402
248	665753
248	780841
249	1605842
249	220247
250	552296
250	181660
251	64572
251	1332321
252	670688
252	1223958
253	639073
253	681006
254	904989
254	999541
254	1172989
255	1003085
255	366031
256	1234490
256	514014
257	1150016
257	1072563
258	805995
258	1398302
259	1464878
259	424994
260	419996
260	16979
260	1056254
260	328746
260	136842
260	978030
260	386647
261	436352
261	989818
262	334684
262	831217
263	118987
263	1051285
264	1613022
264	891151
265	1088623
265	1552540
265	1395613
266	568285
266	932426
267	310097
267	907267
268	678946
268	835560
268	609494
268	327418
268	1461155
268	265140
268	710311
268	1216573
268	1090749
268	1366178
268	165935
268	699229
268	310098
269	517441
269	1590284
269	593247
269	593389
269	1399456
269	118300
269	1486251
269	594964
269	850106
269	296710
269	1045747
269	1531991
269	477964
269	1266838
269	394567
269	614482
269	148742
269	1134062
269	1640151
269	509272
269	648892
269	1426272
269	178421
269	601779
269	1401322
269	442993
269	856634
269	1554555
269	1448341
269	521399
269	735316
269	649352
269	1566103
269	1670666
269	518680
270	438981
270	559180
270	1647353
271	1392336
271	905913
272	798776
272	1351338
273	1225019
273	1590186
274	242538
274	168563
275	516858
275	1535882
276	774322
276	774267
277	305897
277	1486092
278	239806
278	1470906
279	674908
279	232789
280	1180801
280	1091928
280	600900
280	809951
280	524896
281	115613
281	514395
282	1430171
282	1670363
282	179393
282	1629297
282	1475623
282	531893
282	1393040
282	1134630
282	74250
282	767479
282	686535
282	827485
282	595260
283	1558685
283	1486183
284	326251
284	920084
284	1474626
285	936251
285	1365921
285	711043
285	796970
285	103741
285	1690234
285	103062
285	1354529
285	1415882
285	1473929
286	312167
286	572449
286	306272
286	507478
286	1405828
287	1535482
287	67337
288	1613723
288	1612336
289	1518499
289	794914
290	257400
290	1398101
291	928824
291	1364291
292	824956
292	6734
293	1010533
293	378427
294	1677110
294	217441
295	984888
295	712483
296	850851
296	224002
297	531169
297	1429037
298	376111
298	1242794
299	321392
299	1138649
299	189465
299	1294529
299	679660
299	694376
299	1588135
299	802184
300	205685
300	1209267
301	977096
301	870921
302	235493
302	1673125
303	622258
303	814207
304	604396
304	265082
305	1514402
305	1472071
306	891238
306	1429689
307	1553138
307	1180668
308	535322
308	1134436
309	782794
309	105423
310	14820
310	1665806
311	1641083
311	1423477
312	572624
312	771916
313	1236311
313	128188
314	861987
314	984518
315	1084135
315	533538
316	784789
316	563956
317	914263
317	772052
318	269871
318	326148
319	1095947
319	410466
320	205992
320	1523587
320	1285844
321	1052434
321	1373500
322	888799
322	1274908
322	1646784
322	1670516
322	325627
322	1557328
322	816901
322	885018
323	451406
323	886284
324	1476924
324	465647
325	1406464
325	1016460
326	717376
326	493968
327	848311
327	1367299
328	123091
328	1518753
329	184130
329	566043
330	875242
330	182999
331	4045
331	1268852
331	769188
332	1441185
332	206978
333	1095793
333	1485385
334	404891
334	404153
335	932648
335	782226
336	856831
336	1627480
337	384413
337	1671461
338	660099
338	625572
339	77042
339	465615
340	278338
340	1432005
340	536421
340	625481
340	877415
341	554127
341	683286
342	991975
342	312652
343	120547
343	1468191
343	1576413
343	864657
343	834263
343	1577113
343	257554
343	1092599
344	1369714
344	1429624
345	337632
345	532796
346	975852
346	738196
347	325810
347	1590235
348	999523
348	1255263
349	1218822
349	828908
350	902602
350	262426
351	1051189
351	797143
352	1230385
352	1525628
352	632864
353	1066716
353	1067271
354	1509378
354	1426658
354	1362633
355	1132438
355	179166
356	1192536
356	12242
357	1404494
357	122918
358	141827
358	867350
359	1602356
359	676784
360	135841
360	1513891
361	573029
361	506218
362	1074483
362	650316
363	1355856
363	1465477
364	108433
364	692228
365	341269
365	1054909
366	360988
366	361078
367	1234739
367	142161
368	370431
368	1297411
369	303048
369	1670913
370	206561
370	1228078
371	50820
371	853671
371	919328
371	412190
372	907152
372	335295
373	335292
373	573441
374	920172
374	770231
375	1227237
375	1293644
376	1674074
376	605977
376	1008949
376	7043
376	339123
377	431748
377	1567673
378	171830
378	733325
379	505173
379	21832
380	347333
380	446477
381	114610
381	225101
382	1522902
382	942400
383	1162845
383	386109
384	656515
384	472089
385	816151
385	408680
386	821889
386	1589988
387	20124
387	1415495
388	1461386
388	462863
389	666873
389	1547739
390	254144
390	1590042
391	262244
391	484271
391	1550524
392	1208535
392	173897
393	1479065
393	602711
393	922761
394	210244
394	1053043
395	132421
395	1481922
396	390779
396	1127836
397	1283816
397	805014
398	685682
398	986992
399	864123
399	112624
400	1467777
400	550485
401	196493
401	863058
402	557255
402	735143
403	178182
403	711095
404	255542
404	662328
405	424161
405	131965
406	1589838
406	528994
406	676182
406	1090622
407	992235
407	1150572
407	109524
408	1021086
408	1571539
409	1586351
409	514900
410	1013323
410	912031
411	996071
411	941576
411	1278544
412	1912
412	1377213
413	5594
413	73112
414	684541
414	598343
415	665717
415	990824
416	374702
416	1347517
417	1031233
417	127221
418	64753
418	1347193
419	407708
419	1511059
420	185794
420	1622211
421	410208
421	774430
422	1370185
422	166012
423	139056
423	1140482
423	1365253
424	1669944
424	1622397
425	326186
425	977229
426	1550475
426	856646
427	763109
427	1023713
428	1224016
428	1476220
429	1327691
429	566263
430	132707
430	71524
431	1060081
431	1557156
432	60134
432	53051
433	436151
433	1577051
434	1529365
434	806284
435	17592
435	1165222
436	1172552
436	1327029
437	4590
437	391381
438	1204250
438	874093
439	108984
439	346873
440	1392435
440	910049
440	1600087
441	1222481
441	757636
441	1482919
442	1331135
442	334714
443	1016593
443	675508
444	1196758
444	1536882
445	570255
445	707165
446	1565772
446	1576801
447	1466155
447	1098692
448	318238
448	67044
449	940567
449	1579083
450	529951
450	15699
450	411814
451	635951
451	129311
452	177697
452	518960
453	792522
453	1678197
454	1000921
454	812538
455	109766
455	452525
456	303066
456	525251
456	1427520
457	528492
457	303062
458	446580
458	1480447
459	1559428
459	1485764
460	177406
460	1137763
461	1473741
461	1464095
462	103992
462	1621972
463	1051605
463	580817
464	1473073
464	66061
465	1007902
465	822565
466	1356665
466	1210688
466	515905
466	977280
466	887567
466	326538
466	1535942
466	472640
466	993068
467	1507998
467	1153832
468	611920
468	1468021
469	261769
469	940372
470	768694
470	114584
470	694489
470	864474
471	1074092
471	1261942
472	165081
472	232322
473	1159697
473	1170922
474	1082923
474	230973
475	887710
475	114630
476	165880
476	1590544
477	1222792
477	391194
478	215273
478	222947
479	1303554
479	1299633
480	1328188
480	1220291
481	798281
481	1646700
482	459009
482	731620
483	648173
483	1620763
483	1571316
483	1256732
484	701023
484	131775
484	1674981
484	1583074
484	596827
484	1398614
484	1683505
484	63155
484	1179182
484	904055
484	909120
484	46343
484	313481
484	1683664
484	1399872
484	881192
484	1151020
484	989256
484	124001
484	1055731
484	253040
485	713450
485	1046044
486	1361259
486	512386
487	805521
487	257548
488	1433112
488	1354601
489	341215
489	989577
489	1675864
489	1336857
490	607799
490	421947
490	1684528
491	741046
491	435909
492	184170
492	1674002
492	1289743
493	44993
493	231648
494	1670403
494	1628737
495	650626
495	1216260
496	264024
496	294268
497	745354
497	1289215
498	1448233
498	1676017
499	1000622
499	201484
500	703865
500	351262
501	132761
501	1027377
502	357762
502	471415
502	929960
502	410145
502	352074
502	1600815
502	317979
502	77974
503	1377247
503	420703
504	423553
504	21696
505	1284450
505	1314929
505	1512765
505	563463
506	1391889
506	117115
507	845228
507	842418
508	348820
508	210030
509	906712
509	800878
510	386172
510	1000309
511	75326
511	1624370
511	629348
512	548903
512	552377
513	499343
513	918100
514	418846
514	1546812
514	1073300
515	271309
515	1444096
516	271302
516	1513414
517	1600282
517	1523659
518	489916
518	1416833
519	1535545
519	104910
520	800396
520	94825
521	1172827
521	1476380
522	420758
522	647271
522	166447
522	1563848
522	70057
522	670189
522	660799
523	1170678
523	765446
524	71908
524	1533211
525	1504973
525	317570
526	439606
526	102619
527	207383
527	740225
527	445680
528	406596
528	977965
528	589048
528	289822
528	822437
528	92250
528	592734
528	849189
528	588388
529	652927
529	1670405
530	903321
530	656979
531	78506
531	1009874
532	162380
532	78052
533	516388
533	1156812
534	1465417
534	1137437
535	775954
535	1577420
536	1655206
536	1362093
537	336711
537	1504866
538	570907
538	807097
539	318489
539	703488
540	1645609
540	438454
541	1520517
541	463712
542	1223530
542	47022
542	687591
543	1177054
543	813178
544	318158
544	1167141
545	824896
545	424650
545	1419639
545	1137476
545	520262
545	1130910
545	267546
546	526252
546	1057484
547	925356
547	985736
548	1215664
548	1214491
549	1130208
549	1073590
550	764113
550	208043
551	880490
551	327154
552	1674727
552	933916
552	1575239
552	1225050
552	1670907
552	908739
552	580036
553	247930
553	881069
554	451042
554	113024
555	922703
555	660166
555	647695
556	1348591
556	429763
557	710592
557	1323269
558	658423
558	1323761
558	2469
559	835873
559	260619
560	678960
560	855591
561	619996
561	1273812
562	210751
562	231908
563	70264
563	1096451
564	1165527
564	10124
565	302665
565	326562
566	1331670
566	568526
566	1562506
567	561051
567	566760
567	853106
567	1575810
568	144409
568	142042
569	622316
569	740125
569	1049301
570	123344
570	555912
571	635427
571	1390630
571	917576
572	1283144
572	1511711
573	1275571
573	1687637
573	634959
573	711256
573	1566402
574	579
574	526539
574	1479971
575	128854
575	861758
576	908709
576	1688912
576	1554385
576	992092
576	432689
576	396734
576	1523962
576	1476955
576	854424
576	768344
577	496509
577	502077
578	644820
578	640127
579	204501
579	1225308
580	102477
580	751431
581	327755
581	563892
582	406466
582	987478
582	1688521
582	6557
582	127873
583	648809
583	1234583
584	535814
584	1353724
585	1224521
585	1322549
585	638563
585	1102295
585	689188
585	415036
585	221760
585	1193771
585	598155
585	1300044
586	266272
586	989192
586	1413171
587	272534
587	131212
587	533355
588	419959
588	293524
589	1393306
589	221775
590	348960
590	828710
591	862140
591	666927
591	936779
592	1465955
592	690407
593	124909
593	304459
594	1549781
594	69091
595	434378
595	1138703
595	46251
596	302789
596	1279509
597	1428426
597	1460949
597	986524
597	609703
598	329789
598	1156716
598	1362738
599	1441199
599	1600524
600	6618
600	1171646
601	4800
601	109726
601	511401
601	919758
601	862398
601	118366
601	16598
602	626722
602	983007
603	980488
603	9462
604	508996
604	1436681
605	1077756
605	48143
606	1051971
606	1461247
607	856111
607	587560
608	346165
608	931903
609	1225250
609	1419155
610	614407
610	146244
611	272184
611	562031
612	356921
612	355927
613	1064343
613	517107
614	630654
614	344278
614	1015697
614	1484174
615	395661
615	715874
616	756066
616	849256
617	111198
617	1683883
618	431560
618	360069
619	1101689
619	325439
620	352185
620	1319236
621	188409
621	940679
622	249248
622	312502
623	1434390
623	699863
624	1414467
624	777716
625	1444706
625	266863
626	61518
626	768116
626	135247
626	666450
626	1535507
626	349230
627	61511
627	346619
627	692597
628	261720
628	1561031
629	769627
629	325937
629	313845
629	872297
630	478336
630	93240
630	93258
630	98198
631	961364
631	1360494
632	181589
632	237536
633	1288568
633	830785
634	349031
634	44054
635	1398198
635	116417
636	708861
636	629952
637	1115160
637	130882
638	813219
638	750034
639	774305
639	165591
640	570580
640	947977
641	432133
641	240033
642	249357
642	1633018
643	970280
643	482909
644	177322
644	458024
644	6139
644	481480
644	817764
645	1686338
645	923769
646	1057268
646	783917
647	236147
647	582488
648	202767
648	1223481
649	1641574
649	1449933
650	1389989
650	774821
651	810165
651	1641331
651	797701
651	481765
651	128618
651	1490435
652	341384
652	1582935
652	1489297
653	1071164
653	608442
654	518911
654	1056943
655	302975
655	397638
655	1339272
655	1656231
655	428635
655	940693
655	47567
655	302937
655	694619
655	920481
655	1090596
655	170912
655	1456091
655	1549209
655	574543
655	676581
655	103433
655	171157
655	114917
655	1178184
655	1181750
655	915957
655	681013
655	448807
655	1139038
655	813041
655	1450632
655	1097641
655	1600405
655	627470
655	1491560
655	885000
655	745310
655	1426123
655	1347508
655	436470
655	231407
655	494252
655	1643410
655	1644954
655	625894
655	1519961
655	81209
655	1278220
655	1300647
655	1171324
655	1584425
655	1320654
655	103333
655	988186
655	1318132
655	1573133
656	481834
656	1017173
657	1690474
657	1569629
657	814391
658	1085196
658	1681085
658	616487
658	1487377
658	920833
658	774362
658	513049
658	1350486
658	1089653
658	70896
658	1493473
658	666871
659	1150063
659	1071325
660	78505
660	1259324
661	477210
661	532531
662	175643
662	798679
663	49669
663	187879
664	178075
664	1057558
665	562755
665	78500
666	1079110
666	419982
667	326039
667	103151
668	870773
668	301697
669	981645
669	139416
670	1464303
670	712020
671	6222
671	559349
672	1647000
672	1440174
673	1100213
673	713197
674	1105464
674	1382804
675	1548882
675	1394048
676	1010692
676	1515285
677	1252143
677	1249892
678	775483
678	231603
679	298593
679	107381
680	165909
680	646340
681	1433906
681	989216
682	1051361
682	1357452
683	370661
683	374811
683	821073
683	488805
684	1505701
684	10977
685	389677
685	1187165
686	1429074
686	1684258
687	1568090
687	310449
688	332991
688	994355
689	119524
689	343488
690	260866
690	895517
691	240957
691	62536
692	789305
692	1562192
693	377545
693	1245224
694	1151616
694	976160
694	459960
695	960847
695	671877
695	1560831
696	281714
696	197684
697	700383
697	1086351
698	570394
698	1274799
699	379258
699	1628957
700	1173403
700	1283001
701	128046
701	134711
702	326331
702	1277858
703	1600693
703	1090997
704	1589935
704	708408
704	1585298
705	427777
705	686931
706	304964
706	710781
707	1477966
707	1003660
708	450077
708	1317949
709	172997
709	1397257
709	712632
709	548527
709	1400114
709	1106327
709	707619
709	1201769
709	990974
709	630375
709	517277
709	1260112
709	1316315
709	1296725
710	557157
710	1492925
711	1439916
711	355900
712	699594
712	732552
713	325451
713	1077548
714	1260156
714	1690690
715	1052519
715	194655
716	424030
716	257718
717	886709
717	653870
718	1535823
718	1233249
719	253057
719	1283911
719	1025732
719	1520421
720	836696
720	339532
721	227132
721	1357989
722	1620731
722	777734
723	1014122
723	1048268
724	1434238
724	782473
725	666803
725	172576
726	443165
726	1080883
727	1472366
727	1515375
728	1353380
728	1050576
729	1494087
729	447935
730	599123
730	1329545
731	1664876
731	309501
732	707037
732	993126
733	53197
733	61362
734	392008
734	1685633
735	658338
735	1233088
735	1465760
735	912540
735	767310
735	537268
735	1182592
735	341767
735	1671045
735	1326732
735	314505
735	1420151
735	741664
735	72368
735	914743
735	1416143
735	597064
735	733884
735	1181115
735	114776
735	318689
735	559709
735	107505
735	606130
735	1680283
735	1051590
735	1207095
735	660258
735	978653
735	566886
735	441665
735	527184
735	853950
735	233477
735	234463
735	1563108
735	1589977
735	1462899
735	1461354
735	938518
735	326589
735	1670896
735	566275
735	62054
735	856859
735	307085
735	105980
735	118579
735	864860
735	77929
735	1670947
735	171071
735	532212
735	311815
735	1178252
735	1435440
735	633179
735	1221603
735	1261975
735	450248
735	1647133
735	849602
735	466139
735	1549269
735	625443
735	1014452
735	1524853
735	869270
735	166964
735	1640739
735	1671162
735	709385
735	571998
735	415080
735	44
735	1366878
735	203794
735	525816
735	1566310
735	392317
735	935688
735	662657
735	766145
735	531199
735	622188
735	1509356
735	1158129
735	1559809
735	1393358
735	654519
735	412801
735	411329
735	678207
735	710085
736	568251
736	1180240
737	1091299
737	126448
737	702083
737	475829
737	491493
737	665888
737	1049148
737	255174
737	399171
737	1622371
738	125185
738	835933
738	1162256
738	1321419
738	1210617
739	652551
739	247536
740	1407095
740	595913
741	1112732
741	1435523
742	656768
742	750439
743	268595
743	14082
743	80515
744	1669813
744	553033
745	735311
745	1137355
746	1372990
746	850921
747	1670757
747	1162890
748	163415
748	224551
749	168334
749	1506438
749	834554
749	349089
750	1223455
750	329156
751	2843
751	821702
752	463585
752	624286
753	62220
753	1009440
754	1363633
754	203466
755	930651
755	1550190
756	1262787
756	178013
756	1643507
757	348950
757	1024210
758	1005752
758	421308
759	345951
759	707690
760	693911
760	222973
761	814404
761	1442009
762	273956
762	1025374
763	984530
763	118798
764	1590097
764	1536327
765	1353892
765	303104
765	1006298
766	303103
766	1163822
767	1653574
767	1502515
768	1053407
768	1171972
768	709710
768	325867
768	1131039
769	207935
769	881579
770	785293
770	65996
771	673414
771	65999
772	1198289
772	519604
773	676830
773	1010649
774	582183
774	576700
775	747860
775	1085732
775	19348
775	1431066
776	876898
776	259670
776	1441140
776	1670730
776	1682319
777	1291998
777	383494
778	466662
778	606405
779	1226812
779	908648
780	65449
780	860507
780	796036
781	423278
781	671942
782	473167
782	1479670
783	800514
783	1588812
783	745285
783	1641296
783	581478
784	1229634
784	1097679
785	687807
785	486595
786	554585
786	1509542
787	1114812
787	1118205
788	809284
788	25095
789	1590940
789	1463172
790	801337
790	81947
791	337931
791	1647918
791	1208220
791	675585
791	1463639
791	1214728
792	210028
792	231100
792	1535515
793	210187
793	520512
794	826829
794	978284
795	826778
795	1243169
795	1558695
795	1365041
796	449400
796	346128
797	99410
797	883064
798	1587004
798	915594
798	330866
798	602366
798	517363
798	221004
799	852319
799	186137
799	851769
800	325002
800	690240
801	378844
801	1139362
801	254741
801	772154
801	1685265
802	1395355
802	195076
803	614736
803	326290
804	470165
804	1410255
805	648670
805	1508222
806	557130
806	918232
806	1277255
806	873658
807	582440
807	1676359
807	113858
808	516892
808	1492679
809	178247
809	233990
810	112452
810	1090526
811	202260
811	1288339
812	267999
812	1547125
813	1158371
813	437603
814	325475
814	1370832
815	1589954
815	172049
815	1137560
815	114853
815	1521155
815	1289569
815	432297
815	1262314
815	1587266
815	935692
816	931922
816	1216105
817	238680
817	848602
818	612937
818	381176
819	1520937
819	238689
820	1099227
820	1489525
821	79611
821	1497016
822	953666
822	1349165
823	177591
823	1432633
824	281375
824	1294894
824	832134
824	481620
824	1669873
824	1141743
824	1615681
824	799723
824	711490
824	875238
824	325845
824	442590
825	1161456
825	1331128
825	44300
825	797736
825	1277069
825	697855
825	1418491
825	930007
825	1507293
825	1590282
825	943490
826	241033
826	1462570
827	1051175
827	1332155
828	1017352
828	1212000
828	235106
829	125703
829	570815
829	264858
830	785944
830	787956
831	76374
831	1535988
832	778927
832	1178250
833	1468633
833	177652
833	821752
833	1356377
833	774342
834	1100954
834	832585
835	258776
835	933934
835	119482
836	489857
836	1211238
837	617112
837	1050778
838	829705
838	524201
838	1396636
839	1355489
839	239441
840	995870
840	466414
841	797339
841	81008
842	1342229
842	1388869
843	680876
843	513308
844	169805
844	694696
845	19395
845	3240
846	202635
846	1477814
846	897969
846	1242389
846	1445369
846	102997
846	1481492
846	385209
847	1627217
847	321039
848	470285
848	1579482
849	1159806
849	1199321
850	103113
850	523635
851	432663
851	1647469
852	1295332
852	1462354
853	314392
853	1500820
853	1018130
853	1334414
853	805645
853	1475284
854	136579
854	563704
854	573291
855	981778
855	1226553
856	1262988
856	1429594
857	234621
857	1024604
857	44800
858	177924
858	473520
859	1412953
859	1286223
859	1367161
859	114783
859	684984
859	510599
859	906859
859	19320
859	1082660
859	565363
859	1247262
859	228429
859	1283542
859	1159002
859	908180
859	1329114
859	1411016
859	671119
859	798440
859	855359
859	1407092
859	114708
859	661274
859	1535755
859	208723
859	871725
859	786133
859	1354005
859	845179
859	1481173
859	594762
859	667950
859	1672037
859	125765
859	1053727
859	1482712
859	1276169
859	109204
859	597778
859	519737
859	1489851
859	1091307
859	1018412
859	709915
859	1355962
859	1688392
859	943404
859	516627
859	206829
859	1372406
859	1315507
859	269087
859	1673963
860	686628
860	928449
861	598735
861	344362
861	680896
861	868786
861	878294
861	1649147
862	424200
862	1487512
863	624484
863	1076295
864	177887
864	114719
864	1287069
865	19635
865	907366
866	742768
866	1397335
866	170869
866	514578
866	336205
866	1260355
867	3490
867	8120
868	508640
868	1474085
869	987805
869	230441
869	613353
869	1418771
869	997872
870	648637
870	1037025
870	1192868
870	1125823
870	932290
870	1132153
870	135648
870	171291
870	1197535
870	1193583
871	1303249
871	980164
872	1679659
872	472016
873	344576
873	177953
874	643702
874	455505
875	636780
875	42978
876	772648
876	349108
877	1563351
877	601795
878	349193
878	1561106
879	1018870
879	936366
880	426123
880	1426335
880	1436104
880	630088
880	1315687
880	986911
880	1370330
880	1218137
880	34392
880	616068
880	616011
880	976417
880	1429822
880	441985
880	535066
880	1587555
880	345268
880	1352481
880	1222719
880	690345
880	1285776
880	1439209
880	345703
880	1017887
880	1427889
880	1027115
880	45811
880	269061
880	298569
880	942697
880	1399026
880	1491048
880	524190
880	772695
880	992825
881	112478
881	1140499
882	749628
882	1516787
882	119367
882	804749
882	665199
882	855585
882	568266
883	326378
883	1440923
883	1091311
883	1413414
884	1224569
884	864957
885	472870
885	172492
886	1171059
886	1065795
887	114525
887	601030
888	1396057
888	872091
889	120694
889	387721
890	308415
890	977673
890	1376540
